Co,Ti,Mo,Ni,W,Al,Si,V,Cu,P,Fe,Sn,N,Nb,C,Mn,S,Cr,roughness,heat-treatment/temperature-1,heat-treatment/time-1,heat-treatment/temperature-2,heat-treatment/time-2,heat-treatment/temperature-3,heat-treatment/time-3,heat-treatment/temperature-4,heat-treatment/time-4,heat-treatment/temperature-5,heat-treatment/time-5,heat-treatment/temperature-6,heat-treatment/time-6,heat-treatment/temperature-7,heat-treatment/time-7,info/testing-area,info/temperature,info/scan-rate,info/initial-potential,result/pitting-breakdown-potential,info/initial-temperature,info/polarized-potential,info/heating-rate,result/critical-pitting-temperature,info/current-density,result/maximum-activation-current-density,result/maximum-reactivation-current-density,result/current-reactivation-ratio,solute-1,solution/weight-concentration-1,solution/mol-concentration-1,solute-2,solution/weight-concentration-2,solution/mol-concentration-2,solute-3,solution/weight-concentration-3,solution/mol-concentration-3,NaCl-weight,NaCl-mol,H2SO4-weight,H2SO4-mol,HCL-weight,HCL-mol,Oxalic acid-weight,Oxalic acid-mol,过硫酸铵-weight,过硫酸铵-mol,NaBr-weight,NaBr-mol,FeCl3-weight,FeCl3-mol,硼酸-weight,硼酸-mol,NaBr+NaCl-weight,NaBr+NaCl-mol,Na2SO4-weight,Na2SO4-mol,OH--weight,OH-mol,硼酸盐-weight,硼酸盐-mol,KSCN-weight,KSCN-mol,SnCl2-weight,SnCl2-mol,氢氧化钠-weight,氢氧化钠-mol,ferric sulphate-weight,ferric sulphate-mol,immersion-test//solid-content,immersion-test//cycles,cycle-number-1,weight-after-test-1,corrosion-rate-1,cycle-number-2,weight-after-test-2,corrosion-rate-2,cycle-number-3,weight-after-test-3,corrosion-rate-3,cycle-number-4,weight-after-test-4,corrosion-rate-4,cycle-number-5,weight-after-test-5,corrosion-rate-5,cycle-number-6,weight-after-test-6,corrosion-rate-6,PREN
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.8306,2.36E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.7731,2.59E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.7801,2.66E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.6079,3.21E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.6019,3.14E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.5594,3.18E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.0152,3.86E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.42,3.32E-10,,,,,,,,,,,,,,,,
,,,8.03,,,0.35,,,0.032,,,,,0.074,1.02,0.011,17.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,0,1,1,6.4034,3.58E-10,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,25,0.001667,-0.4,0.443,,,,,,,,,11,,0.02,1,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,25,0.001667,-0.4,0.362,,,,,,,,,11,,0.02,1,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,25,0.001667,-0.4,0.331,,,,,,,,,11,,0.01,1,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,25,0.001667,-0.4,0.194,,,,,,,,,11,,0.01,1,,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,,,,,0,0.2,1,49.8,,,,,10,,0.1,11,,0.1,1,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,,,,,0,0.3,1,32.2,,,,,10,,0.1,11,,0.1,1,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,,,,,0,0.4,1,27.2,,,,,10,,0.1,11,,0.1,1,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,,,,,0,0.4,1,28.8,,,,,10,,0.1,11,,0.1,1,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,,,,,0,0.3,1,31.7,,,,,10,,0.1,11,,0.1,1,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.002,0.06,0.036,0.005,0.21,0.0014,,0.006,,,,,0.72,0.57,0.062,0.1,3,,,,,,,,,,,,,,,1,,,,,0,0.2,1,41.3,,,,,10,,0.1,11,,0.1,1,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.024,,,,0.15,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,1,30,0.001667,-0.6,0.21,,,,,,,,,1,,1,14,,0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,1,30,0.001667,-0.6,0.231,,,,,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,1,30,0.001667,-0.6,0.249,,,,,,,,,1,,1,14,,0.003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,1,30,0.001667,-0.6,0.471,,,,,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,0.14,,,,,0.3,,,0.0056,,0.1,0.0065,0.13,0.015,0.23,0.0036,,3,,,,,,,,,,,,,,,1,30,0.001667,-0.6,0.218,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.15,,,,,0.35,,,0.0053,,0.28,,0.13,0.0085,0.23,0.0018,16.57,3,,,,,,,,,,,,,,,1,30,0.001667,-0.6,0.251,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.14,,,,,0.34,,,0.0067,,0.47,0.0077,,0.0051,0.24,0.0029,16.15,3,,,,,,,,,,,,,,,1,30,0.001667,-0.6,0.291,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,10,30,0.001667,-0.6,0.423,,,,,,,,,1,,1,14,,0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,10,30,0.001667,-0.6,0.515,,,,,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,10,30,0.001667,-0.6,0.601,,,,,,,,,1,,1,14,,0.003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,10,30,0.001667,-0.6,0.689,,,,,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,34,,,,,1,,1,14,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,29,,,,,1,,1,14,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,33,,,,,1,,1,14,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,33,,,,,1,,1,14,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,33,,,,,1,,1,14,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,33,,,,,1,,1,14,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,29,,,,,1,,1,14,,0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,26,,,,,1,,1,14,,-0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,46,,,,,1,,1,14,,0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,40,,,,,1,,1,14,,0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,42,,,,,1,,1,14,,0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,25,,,,,1,,1,14,,0.0003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,26,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,22,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,47,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,45,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,45,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,25,,,,,1,,1,14,,0.001,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,23,,,,,1,,1,14,,0.003,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,19,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,54,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,49,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,50,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,24,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,21,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,17,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,19,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,53,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,57,,,,,1,,1,14,,0.01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,20,,,,,1,,1,14,,0.01,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,19,,,,,1,,1,14,,0.03,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,16,,,,,1,,1,14,,0.03,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,17,,,,,1,,1,14,,0.03,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,16,,,,,1,,1,14,,0.03,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,19,,,,,1,,1,14,,0.03,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.51,,,0.024,,,0.007,0.13,0.015,0.28,0.002,,3,,,,,,,,,,,,,,,1,,,,,5,0.25,1,17,,,,,1,,1,14,,0.03,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,0.13,,,,,0.51,,,0.024,,,0.007,,0.015,0.28,0.002,16.41,3,,,,,,,,,,,,,,,13.976,30,0.001667,-0.6,-0.192,,,,,,,,,1,,1,14,,0.01,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,600,5,,,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,600,10,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,600,30,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,600,60,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,600,120,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,600,300,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,650,5,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,650,10,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,900,300,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,900,120,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,900,60,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,900,30,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,900,10,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,900,5,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,850,300,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,650,30,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,3,1120,120,650,60,,,,,,,,,,,1,30,,,,,,,,1,,,,4,10,,0,,,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
