,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,抗拉强度,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
1001,1Mn17Cr7MoVNbBZr,_,光滑,_,_,,060695,1.0,650.0,2.0,320.0,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0085,0.0,0.0,0.35,0.95,0.0,8.0,0.03,0.035,18.0,0.65,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1100℃ 水冷(固溶);渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
1002,1Mn17Cr7MoVNbBZr,_,光滑,_,_,,060695,1.0,25.0,2.0,876.0,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0085,0.0,0.0,0.35,0.95,0.0,8.0,0.03,0.035,18.0,0.65,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1100℃ 水冷(固溶);渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
1003,1Mn17Cr7MoVNbBZr,_,光滑,_,_,,060695,1.0,650.0,2.0,389.0,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0085,0.0,0.0,0.35,0.95,0.0,8.0,0.03,0.035,18.0,0.65,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1100℃ 水冷(固溶);渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
1004,20,上海材料研究所,光滑,Φ10,纵向,GB228-76,10001,1.0,25.0,1.0,461.0,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.03,0.03,0.027,0.006,0.53,0.27,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃ 空冷;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,铁素体+珠光体,0
1005,20,上海材料研究所,光滑,Φ10,纵向,GB228-76,10002,1.0,25.0,1.0,466.0,2.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:900℃ 空冷;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,铁素体+珠光体,0
1006,20Cr,洛阳拖拉机所,光滑,Φ10,纵向,GB228-76,2010,1.0,25.0,0.0,577.0,1.0,洛阳拖拉机所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.01,0.013,0.6,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:880℃ 1h 空冷;退火:NaN,NaN,0,0,NaN,NaN,洛阳拖拉机所,铁素体+珠光体,0
1007,20Cr-C,洛阳拖拉机所,光滑,Φ10,纵向,GB228-76,20100,1.0,25.0,4.0,1055.0,1.0,洛阳拖拉机所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.86,0.027,0.021,0.58,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:920  渗碳 油冷;回火:180℃;淬火:NaN;正火:NaN;退火:NaN,NaN,0,0,NaN,920℃,洛阳拖拉机所,回火马氏体,0
1008,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,201101,1.0,25.0,0.0,818.0,1.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1009,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,201101,1.0,25.0,0.0,831.0,2.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1010,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,201101,1.0,25.0,0.0,826.0,3.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1011,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,201102,2.0,25.0,0.0,818.0,4.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,0.0051,0.0,0.0,0.59,0.83,0.0,1.14,0.004,0.018,0.56,0.51,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 10h 空冷;淬火:1030℃ 2h 水冷;正火:NaN;退火:NaN,,,,,,,,
1012,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,20.0,0.0,867.0,5.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1013,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,350.0,0.0,757.0,6.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1014,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,400.0,0.0,709.0,7.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1015,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,450.0,0.0,686.0,8.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1016,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,500.0,0.0,626.0,9.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1017,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,550.0,0.0,576.0,10.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1018,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,550.0,0.0,582.0,11.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1019,20Cr1Mo1VNbTiB,上海汽轮机厂,光滑,Φ5,纵向,GB4338-84,201101,1.0,550.0,0.0,578.0,12.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.096,0.0046,0.25,0.0,0.56,0.815,0.25,1.09,0.012,0.02,0.56,0.475,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:710℃ 6h 空冷;淬火:1025℃ 90' 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海汽轮机厂,回火索氏体,0
1020,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B1,1.0,25.0,1.0,993.0,1.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.001,0.0,0.0,0.33,0.86,0.0,0.71,0.035,0.026,0.41,0.31,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1021,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B2,1.0,25.0,1.0,958.0,2.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0038,0.0,0.0,0.66,0.86,0.0,1.14,0.0,0.012,0.5,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1022,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B3,1.0,25.0,1.0,758.0,3.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.001,0.0,0.0,0.42,0.95,0.0,1.01,0.029,0.017,0.43,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1023,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B4,1.0,25.0,1.0,929.0,4.0,哈尔滨汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.005,0.0,0.0,0.35,0.95,0.0,0.93,0.01,0.02,0.51,0.39,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1024,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,1.0,25.0,1.0,1006.0,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1025,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,2.0,25.0,1.0,911.0,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1026,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,3.0,25.0,1.0,843.0,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:720℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1027,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,4.0,25.0,1.0,774.0,8.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:740℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1028,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,5.0,25.0,1.0,941.0,9.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 3h,700℃ 3h;淬火:1050℃ 油冷;正火:NaN;退火:NaN",NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1029,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,6.0,25.0,1.0,1024.0,10.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 6h;淬火:1030℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1030,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,1.0,25.0,1.0,948.0,11.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 6h;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1031,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B5,5.0,25.0,1.0,913.0,12.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 3h,700℃ 3h;淬火:1050℃ 油冷;正火:NaN;退火:NaN",NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1032,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B6,7.0,25.0,1.0,882.0,13.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 7h 空冷;淬火:1050℃ 2h 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1033,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B6,7.0,25.0,1.0,899.0,14.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 7h 空冷;淬火:1050℃ 2h 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1034,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B6,7.0,25.0,1.0,921.0,15.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 7h 空冷;淬火:1050℃ 2h 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1035,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B6,7.0,25.0,1.0,902.0,16.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 7h 空冷;淬火:1050℃ 2h 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1036,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B6,8.0,25.0,1.0,843.0,17.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 6h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
1037,20Cr1Mo1VTiB,哈尔滨汽轮机厂,光滑,_,纵向,GB228-76,B6,8.0,25.0,1.0,853.0,18.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 6h 空冷;淬火:1050℃ 油冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,哈尔滨汽轮机厂,贝氏体,0
