C,Mn,Si,P,S,Cr,Mo,V,Ni,W,Ce,La,Ca,Co,Nb,Ti,B,Cu,Sr,Se,Na,Hg,Cd,Ag,As,Bi,Zn,Sb,Sn,Pb,Fe,N,O,H,Mg,热处理1,热处理2,热处理3,热处理4,渗氮,渗碳,回火,淬火,正火,退火,熔炼方式,热加工方式,热处理工艺,屈服点
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,249.0,0.0,3.0,0.0,0.0,0.0,0.0,160.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,249.0,0.0,3.0,0.0,0.0,0.0,0.0,550.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,249.0,0.0,3.0,0.0,0.0,0.0,0.0,530.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,249.0,0.0,3.0,0.0,0.0,0.0,0.0,540.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,249.0,0.0,3.0,0.0,0.0,0.0,0.0,535.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,249.0,0.0,3.0,0.0,0.0,0.0,0.0,530.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,249.0,0.0,4.0,0.0,0.0,0.0,0.0,510.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,320.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,246.0,0.0,57.0,0.0,0.0,0.0,0.0,550.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,246.0,0.0,12.0,0.0,0.0,0.0,0.0,590.0
0.11,0.6,0.71,0.02,0.012,0.0,0.54,0.35,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.07,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,252.0,0.0,1.0,0.0,0.0,0.0,0.0,570.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,474.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,433.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,593.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,508.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,617.0
0.13,1.48,0.31,0.01,0.007,0.3,0.34,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00026,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,533.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,129.0,0.0,32.0,0.0,0.0,0.0,0.0,686.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,129.0,0.0,32.0,0.0,0.0,0.0,0.0,598.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,37.0,0.0,38.0,0.0,0.0,0.0,0.0,710.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,49.0,0.0,38.0,0.0,0.0,0.0,0.0,715.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,54.0,0.0,38.0,0.0,0.0,0.0,0.0,725.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,54.0,0.0,38.0,0.0,0.0,0.0,0.0,789.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,54.0,0.0,38.0,0.0,0.0,0.0,0.0,769.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,54.0,0.0,38.0,0.0,0.0,0.0,0.0,686.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,63.0,0.0,38.0,0.0,0.0,0.0,0.0,681.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,74.0,0.0,38.0,0.0,0.0,0.0,0.0,676.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,94.0,0.0,38.0,0.0,0.0,0.0,0.0,686.0
0.15,1.1,0.3,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,38.0,0.0,0.0,0.0,0.0,730.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,38.0,0.0,0.0,0.0,0.0,642.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,38.0,0.0,0.0,0.0,0.0,593.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,38.0,0.0,0.0,0.0,0.0,573.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,38.0,0.0,0.0,0.0,0.0,657.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,38.0,0.0,0.0,0.0,0.0,691.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,38.0,0.0,0.0,0.0,0.0,686.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,187.0,0.0,38.0,0.0,0.0,0.0,0.0,554.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,187.0,0.0,38.0,0.0,0.0,0.0,0.0,534.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,187.0,0.0,38.0,0.0,0.0,0.0,0.0,534.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,187.0,0.0,38.0,0.0,0.0,0.0,0.0,485.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,94.0,0.0,44.0,0.0,0.0,0.0,0.0,506.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,169.0,0.0,44.0,0.0,0.0,0.0,0.0,696.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,129.0,0.0,36.0,0.0,0.0,0.0,0.0,735.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,187.0,0.0,44.0,0.0,0.0,0.0,0.0,598.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,37.0,114.0,0.0,0.0,0.0,0.0,0.0,892.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,49.0,114.0,0.0,0.0,0.0,0.0,0.0,1122.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,54.0,114.0,0.0,0.0,0.0,0.0,0.0,1127.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,63.0,114.0,0.0,0.0,0.0,0.0,0.0,1078.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,74.0,114.0,0.0,0.0,0.0,0.0,0.0,1019.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,129.0,0.0,44.0,0.0,0.0,0.0,0.0,735.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,129.0,0.0,44.0,0.0,0.0,0.0,0.0,691.0
0.12,1.43,0.3,0.014,0.009,1.23,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,129.0,0.0,44.0,0.0,0.0,0.0,0.0,686.0
0.15,1.1,0.37,0.017,0.01,1.13,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,94.0,114.0,0.0,0.0,0.0,0.0,0.0,990.0
