steel-id,steel-name,steel-type,comment,Co,Ti,Mo,Ni,W,Al,Si,V,Cu,P,Fe,Sn,N,Nb,C,Mn,S,Cr,sample-name,comment,no-heat-treatment,heat-treatment/temperature-1,heat-treatment/time-1,heat-treatment/temperature-2,heat-treatment/time-2,heat-treatment/temperature-3,heat-treatment/time-3,heat-treatment/temperature-4,heat-treatment/time-4,heat-treatment/temperature-5,heat-treatment/time-5,heat-treatment/temperature-6,heat-treatment/time-6,heat-treatment/temperature-7,heat-treatment/time-7,test-name,result/no-pitting,info/testing-area,info/temperature,info/scan-rate,info/initial-potential,result/pitting-breakdown-potential,info/initial-temperature,info/polarized-potential,info/heating-rate,result/critical-pitting-temperature,info/current-density,result/maximum-activation-current-density,result/maximum-reactivation-current-density,result/current-reactivation-ratio,solution/solute-1,solute-1,solution/weight-concentration-1,solution/mol-concentration-1,solution/solute-2,solute-2,solution/weight-concentration-2,solution/mol-concentration-2,solution/solute-3,solute-3,solution/weight-concentration-3,solution/mol-concentration-3,NaCl-weight,NaCl-mol,H2SO4-weight,H2SO4-mol,HCL-weight,HCL-mol,Oxalic acid-weight,Oxalic acid-mol,过硫酸铵-weight,过硫酸铵-mol,NaBr-weight,NaBr-mol,FeCl3-weight,FeCl3-mol,硼酸-weight,硼酸-mol,NaBr+NaCl-weight,NaBr+NaCl-mol,Na2SO4-weight,Na2SO4-mol,OH--weight,OH-mol,硼酸盐-weight,硼酸盐-mol,KSCN-weight,KSCN-mol,SnCl2-weight,SnCl2-mol,氢氧化钠-weight,氢氧化钠-mol,ferric sulphate-weight,ferric sulphate-mol,immersion-test//solid-content,immersion-test//boiling,immersion-test//cycles,cycle-number-1,weight-after-test-1,corrosion-rate-1,cycle-number-2,weight-after-test-2,corrosion-rate-2,cycle-number-3,weight-after-test-3,corrosion-rate-3,cycle-number-4,weight-after-test-4,corrosion-rate-4,cycle-number-5,weight-after-test-5,corrosion-rate-5,cycle-number-6,weight-after-test-6,corrosion-rate-6,PREN,xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-650℃-5min,"annealing: 1120℃- 2 h, then aging",,1120,120,650,5,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05435,0.00004435,0.03,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a58712db14d0018920036_608a58712db14d0018920038.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-650℃-10min,"annealing: 1120℃- 2 h, then aging",,1120,120,650,10,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04883,0.000136,0.28,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a58f92db14d001892022d_608a58f92db14d001892022f.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-650℃-30min,"annealing: 1120℃- 2 h, then aging",,1120,120,650,30,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05072,0.000618,1.22,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a599b2db14d0018920424_608a599b2db14d0018920426.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-650℃-60min,"annealing: 1120℃- 2 h, then aging",,1120,120,600,60,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05124,0.001705,2.1,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a59f52db14d001892061b_608a59f52db14d001892061d.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-650℃-120min,"annealing: 1120℃- 2 h, then aging",,1120,120,650,120,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04847,0.002082,4.3,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5a542db14d0018920812_608a5a542db14d0018920814.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-650℃-300min,"annealing: 1120℃- 2 h, then aging",,1120,120,650,300,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.0488,0.004697,9.63,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5aa52db14d0018920a06_608a5aa52db14d0018920a08.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-700℃-5min,"annealing: 1120℃- 2 h, then aging",,1120,120,700,5,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05197,0.0002065,0.4,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5bcf2db14d0018920bfd_608a5bcf2db14d0018920bff.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-700℃-10min,"annealing: 1120℃- 2 h, then aging",,1120,120,700,10,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04724,0.0006384,0.08,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5c2f2db14d0018920df4_608a5c2f2db14d0018920df6.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-700℃-30min,"annealing: 1120℃- 2 h, then aging",,1120,120,700,30,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04764,0.001619,3.4,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5cbb2db14d0018920feb_608a5cbb2db14d0018920fed.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-700℃-60min,"annealing: 1120℃- 2 h, then aging",,1120,120,700,60,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04831,0.002047,4.24,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5d242db14d00189211e2_608a5d242db14d00189211e4.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-700℃-120min,"annealing: 1120℃- 2 h, then aging",,1120,120,700,120,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05091,0.003593,7.06,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5dda2db14d00189213d9_608a5dda2db14d00189213db.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-700℃-300min,"annealing: 1120℃- 2 h, then aging",,1120,120,700,300,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05075,0.003992,7.87,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a5e302db14d00189215d0_608a5e302db14d00189215d2.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-750℃-5min,"annealing: 1120℃- 2 h, then aging",,1120,120,750,5,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.0488,0.0001709,0.35,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a69342db14d00189217c7_608a69342db14d00189217c9.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-750℃-10min,"annealing: 1120℃- 2 h, then aging",,1120,120,750,10,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04862,0.0003562,0.73,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a69a12db14d00189219be_608a69a12db14d00189219c0.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-750℃-30min,"annealing: 1120℃- 2 h, then aging",,1120,120,750,30,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04965,0.001264,2.55,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a6a432db14d0018921bb5_608a6a432db14d0018921bb7.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-750℃-60min,"annealing: 1120℃- 2 h, then aging",,1120,120,750,60,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05121,0.002151,4.2,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a6ab52db14d0018921dac_608a6ab52db14d0018921dae.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-750℃-120min,"annealing: 1120℃- 2 h, then aging",,1120,120,750,120,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04965,0.003645,7.34,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a6b2c2db14d0018921fa3_608a6b2c2db14d0018921fa5.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-750℃-300min,"annealing: 1120℃- 2 h, then aging",,1120,120,750,300,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04786,0.001934,4.04,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a6b9d2db14d001892219a_608a6b9d2db14d001892219c.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-800℃-5min,"annealing: 1120℃- 2 h, then aging",,1120,120,800,5,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04874,0.0001892,0.39,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a71582db14d0018922391_608a71582db14d0018922393.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-800℃-10min,"annealing: 1120℃- 2 h, then aging",,1120,120,800,10,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04956,0.000232,0.47,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a71b92db14d0018922588_608a71b92db14d001892258a.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-800℃-30min,"annealing: 1120℃- 2 h, then aging",,1120,120,800,30,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04914,0.0001691,0.36,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a723d2db14d001892277f_608a723d2db14d0018922781.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-800℃-60min,"annealing: 1120℃- 2 h, then aging",,1120,120,800,60,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05036,0.0002363,0.47,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a729d2db14d0018922976_608a729d2db14d0018922978.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-800℃-120min,"annealing: 1120℃- 2 h, then aging",,1120,120,800,120,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05222,0.0003404,0.65,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a73002db14d0018922b6d_608a73002db14d0018922b6f.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-800℃-300min,"annealing: 1120℃- 2 h, then aging",,1120,120,800,300,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.0492,0.0003669,0.75,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608a734e2db14d0018922d64_608a734e2db14d0018922d66.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-850℃-5min,"annealing: 1120℃- 2 h, then aging",,1120,120,850,5,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.05042,0.0002137,0.42,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5a382db14d0018922f5b_608b5a382db14d0018922f5d.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-850℃-10min,"annealing: 1120℃- 2 h, then aging",,1120,120,850,10,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.0466,0.000114,0.24,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5aa72db14d0018923152_608b5aa72db14d0018923154.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-850℃-30min,"annealing: 1120℃- 2 h, then aging",,1120,120,850,30,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04911,0.0002368,0.48,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5aff2db14d0018923349_608b5aff2db14d001892334b.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-850℃-60min,"annealing: 1120℃- 2 h, then aging",,1120,120,850,60,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04843,0.0002068,0.43,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5b6d2db14d0018923540_608b5b6d2db14d0018923542.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-850℃-120min,"annealing: 1120℃- 2 h, then aging",,1120,120,850,120,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04917,0.0003074,0.63,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5bca2db14d0018923737_608b5bca2db14d0018923739.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-850℃-300min,"annealing: 1120℃- 2 h, then aging",,1120,120,850,300,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04843,0.000222,0.46,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5c282db14d001892392e_608b5c282db14d0018923930.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-900℃-5min,"annealing: 1120℃- 2 h, then aging",,1120,120,900,5,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04718,0.0001099,0.23,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5c9f2db14d0018923b25_608b5c9f2db14d0018923b27.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-900℃-10min,"annealing: 1120℃- 2 h, then aging",,1120,120,900,10,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.0484,0.0001014,0.21,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5d0f2db14d0018923d1c_608b5d0f2db14d0018923d1e.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-900℃-30min,"annealing: 1120℃- 2 h, then aging",,1120,120,900,30,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04779,0.0001154,0.24,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5d612db14d0018923f13_608b5d612db14d0018923f15.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-900℃-60min,"annealing: 1120℃- 2 h, then aging",,1120,120,900,60,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.04578,0.0001376,0.3,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5db52db14d0018924107_608b5db52db14d0018924109.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-900℃-120min,"annealing: 1120℃- 2 h, then aging",,1120,120,900,120,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.0513,0.0001272,0.25,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5e082db14d00189242fe_608b5e082db14d0018924300.xml
17,QN1803,austenite stainless steel,"annealing: 1120℃- 2 h, then aging",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803-aging-900℃-300min,"annealing: 1120℃- 2 h, then aging",,1120,120,900,300,,,,,,,,,,,DLEPR,,1,30,0.001667,,,,,,,,0.0466,0.0001788,0.38,Sulfuric acid,2,,0.5,Potassium thiocyanate,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b5eb72db14d00189244f5_608b5eb72db14d00189244f7.xml
17,QN1803,austenite stainless steel,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803 whole welded joints,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",no-heat-treatment,,,,,,,,,,,,,,,boiling ferric sulphate-50 % sulphuric acid solution immersion,,,,,,,,,,,,,,,sulphuric acid ,2,50,,ferric sulphate,16,0.029,,,0,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,boiling,9,1,2,3,5,7,9,,14.6933,0.6462,,14.6638,0.7136,,14.645,0.6581,,14.5926,0.8334,,608b72ad2db14d0018924866_608b72ad2db14d0018924868.xml
17,304,austenite stainless steel,"laser beam welding, power:6 kW, speed: 33.3 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",,,,8.08,,,0.46,,0.04,0.027,,,0.039,,0.05,1.07,0.004,18.2,304 whole welded joints,"laser beam welding, power:6 kW, speed: 33.3 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",no-heat-treatment,,,,,,,,,,,,,,,boiling ferric sulphate-50 % sulphuric acid solution immersion,,,,,,,,,,,,,,,sulphuric acid,2,50,,ferric sulphate,16,0.029,,,0,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,boiling,9,1,2,3,5,7,9,,15.3498,0.3316,,15.3334,0.3782,,15.3189,0.3834,,15.3012,0.4057,,608b75872db14d0018924aed_608b75872db14d0018924aef.xml
17,QN1803,austenite stainless steel,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803 weldment,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",no-heat-treatment,,,,,,,,,,,,,,,fusion zone-DL-EPR,,0.1257,30,0.001667,,,,,,,,0.0009306,6.54E-07,0.07,Sulfuric acid,2,,0.5,KSCN,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b9cc62db14d00189252b3_608b9cc62db14d00189252b5.xml
17,QN1803,austenite stainless steel,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803 weldment,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",no-heat-treatment,,,,,,,,,,,,,,,heat-affected zone-DL-EPR,,0.1257,30,0.001667,,,,,,,,0.0007787,0.000004057,0.52,Sulfuric acid,2,,0.5,KSCN,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b9d952db14d0018925460_608b9d952db14d0018925462.xml
17,QN1803,austenite stainless steel,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",,,,3.06,,,0.4,,1.76,0.035,,,0.24,,0.071,6.4,0.001,18.23,QN1803 weldment,"laser beam welding, power:8 kW, speed: 50 mm/s, shielding gas: Ar, focal spot diameter: 0.6mm.",no-heat-treatment,,,,,,,,,,,,,,,base metal-DL-EPR,,0.1257,30,0.001667,,,,,,,,0.0008638,0.000003999,0.12,Sulfuric acid,2,,0.5,KSCN,13,,0.02,,0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608b9e0e2db14d0018925a3d_608b9c462db14d0018925108.xml
